fgood,cbinq,cbline,cbterm,cblineut,cbtob,cbdpd,cbnew,pmt,tob,dpd,dep,dc,od,home,dd,online,period
No,1,2,0,31.37977156,5,No,No,P,5,Medium,19820.8,23,0,Yes,2,No,9/30/2018
No,0,2,1,40.88757029,6,No,No,P,4,Medium,13061.01,23,1,Yes,1,Yes,12/31/2017
No,1,1,0,46.02927485,3,No,No,M,2,Medium,12488.59,27,2,No,0,Yes,9/30/2018
No,2,1,0,46.44898276,5,No,No,M,5,Medium,10179.37,26,2,No,2,No,12/31/2017
No,1,2,1,45.31626937,6,No,No,A,3,Medium,16651.04,27,2,No,0,Yes,7/31/2018
No,0,3,1,34.26931243,7,Yes,No,M,3,Low,10341.65,21,0,No,1,No,6/30/2018
No,1,1,0,45.22214437,5,No,No,P,5,Medium,14950,33,1,Yes,2,Yes,4/30/2018
No,1,2,1,53.37602729,6,Yes,Yes,M,1,Medium,7877.56,22,1,No,0,Yes,8/31/2018
No,1,1,0,33.97296657,7,No,Yes,A,5,Medium,12546.78,25,0,Yes,1,Yes,9/30/2018
No,0,2,0,56.82120434,8,No,No,M,1,Medium,8097.93,15,0,No,1,No,9/30/2018
No,0,1,0,23.0264966,7,No,No,A,5,Medium,15384.69,30,0,No,2,No,5/31/2018
No,1,1,0,31.19686323,5,No,No,M,3,High,10273.93,18,0,Yes,2,Yes,12/31/2017
No,1,2,0,47.59051239,6,No,No,A,1,Medium,12268.17,15,0,No,0,No,1/31/2018
No,2,2,1,54.64905522,4,No,No,M,3,Medium,10667.42,15,0,No,1,Yes,9/30/2018
No,1,2,1,30.37023732,5,No,No,A,2,Medium,9634.07,20,0,No,0,No,12/31/2017
No,2,3,1,67.21117012,6,No,No,A,2,Low,9850.22,20,0,No,0,Yes,1/31/2018
No,0,0,0,10.7774154,6,No,No,M,3,Medium,9344.06,26,0,No,2,Yes,12/31/2017
No,1,3,0,30.09104949,6,No,No,A,5,Medium,21886.31,19,2,Yes,1,Yes,6/30/2018
No,2,3,1,57.56214154,4,No,No,M,1,Medium,7284.24,25,2,No,0,Yes,6/30/2018
No,0,2,1,27.67031328,8,No,No,M,3,Medium,13877.36,24,0,No,0,Yes,9/30/2018
No,1,2,1,50.04610577,7,Yes,No,A,3,High,9284.45,15,1,No,2,Yes,7/31/2018
No,0,2,1,41.72179329,4,No,No,A,2,Medium,13128.42,21,0,No,0,No,12/31/2017
No,1,2,0,47.71704208,5,No,No,A,0,Low,11306.77,18,0,No,1,Yes,12/31/2017
No,1,3,0,41.7466076,5,No,No,M,3,Low,13037.4,24,2,No,0,Yes,4/30/2018
No,2,3,1,41.25888896,4,No,No,A,4,Low,12878.06,24,2,Yes,1,No,2/28/2018
No,0,2,1,51.65303927,6,No,No,P,5,Medium,14691.65,30,0,Yes,2,No,6/30/2018
No,1,1,0,34.76812184,5,No,No,M,4,Medium,14722.48,16,1,Yes,2,Yes,8/31/2018
No,0,2,0,53.22175717,5,No,No,M,2,High,11245.89,23,0,No,0,Yes,1/31/2018
No,1,3,0,42.98950157,6,No,No,A,3,Low,12319.33,30,0,No,0,Yes,8/31/2018
No,1,3,0,30.78334984,5,No,Yes,A,2,Medium,14555.07,21,0,No,0,Yes,2/28/2018
No,0,2,0,31.82128117,6,No,No,M,5,Medium,13999.58,25,0,No,1,Yes,5/31/2018
No,0,0,0,39.83035381,6,No,No,A,3,Medium,7170.22,29,0,No,2,Yes,12/31/2017
No,2,1,0,41.88391992,6,No,No,M,4,Medium,13210.63,14,0,No,1,Yes,12/31/2017
No,2,3,2,53.86057476,6,No,No,M,0,High,9029.59,6,0,No,0,Yes,2/28/2018
No,1,1,1,32.69126045,5,No,No,P,3,Medium,15711.28,27,0,No,0,Yes,8/31/2018
No,1,2,0,34.46930888,5,No,No,A,5,Medium,14915.72,30,0,Yes,1,Yes,9/30/2018
No,1,1,1,62.37507631,6,No,Yes,P,4,Medium,13881.53,16,0,Yes,1,No,7/31/2018
No,0,1,0,41.33120553,5,No,No,M,3,Medium,15823.29,12,0,Yes,2,No,3/31/2018
No,0,2,0,50.79542934,5,Yes,No,P,5,High,16909.82,26,2,Yes,0,No,6/30/2018
No,1,2,1,55.64689,5,No,No,M,3,Medium,9139.23,9,0,Yes,2,Yes,5/31/2018
No,1,0,1,53.98299973,3,No,No,P,4,Medium,15497.45,26,0,Yes,1,No,8/31/2018
No,2,2,0,38.79317291,7,No,No,A,3,Medium,12582.7,25,1,No,1,No,5/31/2018
No,2,4,1,58.29958994,5,No,No,M,2,Medium,10597.58,22,2,No,0,Yes,4/30/2018
No,2,3,2,46.18130757,5,No,Yes,P,5,Low,6967.1,20,0,No,1,No,3/31/2018
No,1,2,2,50.11257807,5,Yes,No,A,3,Low,10987.83,16,0,Yes,2,Yes,7/31/2018
No,1,0,1,62.12151663,6,No,No,P,2,Medium,12281.92,22,0,No,0,Yes,1/31/2018
No,2,2,0,50.53849093,5,No,No,M,3,Medium,11305.58,25,2,No,0,Yes,7/31/2018
No,1,0,0,45.87238696,7,No,No,M,2,Medium,9771.35,21,0,No,0,Yes,9/30/2018
No,0,1,0,48.54218254,6,No,No,M,3,Medium,13644.03,15,0,No,1,No,9/30/2018
No,0,0,0,29.8146034,8,No,No,M,3,Medium,16115.69,21,0,Yes,2,Yes,2/28/2018
No,1,0,0,37.56510583,6,Yes,Yes,M,5,High,13289.83,28,2,No,1,Yes,2/28/2018
No,1,2,1,47.23792728,5,No,No,A,5,Medium,16132.37,21,1,Yes,1,Yes,5/31/2018
No,2,1,1,52.65177052,3,No,No,A,2,Low,9847.03,21,0,No,0,Yes,6/30/2018
No,1,1,0,47.92067284,5,No,No,A,3,Medium,15702.97,24,1,Yes,1,Yes,5/31/2018
No,2,2,0,33.37811513,7,No,No,M,3,Medium,6346.21,25,0,No,0,No,1/31/2018
No,1,3,1,49.60478381,6,No,No,P,2,Medium,8166.75,24,0,Yes,1,No,9/30/2018
No,2,2,0,47.13922234,4,No,No,A,5,Medium,9086.64,21,0,No,2,No,1/31/2018
No,1,2,2,46.90549928,4,No,No,A,2,Medium,8136.1,16,1,No,1,No,4/30/2018
No,2,4,1,54.30958397,4,No,No,M,5,Medium,17376.73,21,2,Yes,0,Yes,4/30/2018
No,1,2,0,41.79824134,5,No,No,P,5,Medium,15932.11,27,0,No,1,No,8/31/2018
No,2,1,2,33.79507603,6,No,No,A,3,Medium,8749.95,21,0,No,1,No,8/31/2018
No,2,1,0,37.1354329,4,No,No,M,3,Medium,16905.33,23,1,No,0,Yes,6/30/2018
No,0,0,0,20.55039368,7,No,No,A,4,Medium,14932.39,28,0,Yes,2,Yes,5/31/2018
No,1,0,0,36.3629727,4,No,No,A,5,Medium,22223.82,17,0,Yes,1,Yes,4/30/2018
No,2,3,0,31.44782538,4,No,Yes,A,5,Low,13463.17,23,0,Yes,1,Yes,9/30/2018
No,2,2,2,35.80347336,5,No,No,M,2,Medium,10325.61,19,0,No,0,No,8/31/2018
No,0,1,0,47.20183518,8,No,No,A,5,Low,15036.47,27,0,No,1,Yes,3/31/2018
No,0,0,0,60.78253609,8,No,No,A,2,High,8950.42,22,0,No,0,Yes,1/31/2018
No,1,1,1,34.87724511,5,No,No,A,4,Medium,13183.21,25,2,No,1,No,6/30/2018
No,1,1,1,35.16796729,7,No,Yes,M,3,Medium,11740.57,28,1,No,0,No,5/31/2018
No,2,2,0,36.06473235,8,No,No,P,2,Low,12636.37,20,1,No,2,Yes,5/31/2018
No,2,2,0,63.69138151,4,No,No,M,3,Medium,11662.3,25,2,No,0,Yes,4/30/2018
No,2,4,0,53.4593328,5,No,No,A,3,Low,11495.44,23,0,No,0,No,5/31/2018
No,1,0,0,62.29714425,7,No,No,P,4,Low,13724.01,32,0,No,0,No,7/31/2018
No,1,3,0,51.77613909,5,Yes,No,A,4,Low,10050.49,25,1,No,1,Yes,8/31/2018
No,0,0,0,33.56238107,5,No,No,A,4,Medium,12395.65,27,2,Yes,1,No,2/28/2018
No,1,2,0,32.79862005,5,No,No,A,5,Medium,17488.4,25,0,Yes,1,Yes,9/30/2018
No,1,0,0,61.24201612,6,No,No,P,4,Low,11017.5,27,0,No,0,No,7/31/2018
No,1,1,1,29.45473663,4,No,No,A,3,Medium,11845.53,26,0,Yes,2,Yes,7/31/2018
No,0,1,0,37.88951907,6,No,Yes,A,5,Medium,16783.99,19,0,Yes,2,Yes,2/28/2018
No,0,1,0,32.77428537,6,No,No,A,4,Medium,14425.86,23,0,Yes,2,No,8/31/2018
No,0,3,0,43.52201057,4,No,No,M,2,Medium,11517.84,24,0,No,1,Yes,5/31/2018
No,1,1,0,39.88426934,7,Yes,Yes,A,3,High,10834.51,18,2,No,1,No,8/31/2018
No,2,2,0,49.73751556,4,No,No,M,5,Medium,13673.91,27,0,Yes,1,Yes,7/31/2018
No,1,3,1,49.09576948,6,No,No,A,3,Medium,12837.69,27,0,No,0,No,2/28/2018
No,1,2,0,47.39315625,7,No,No,A,4,Medium,11662.31,21,0,No,1,Yes,7/31/2018
No,2,2,0,43.76302716,7,No,No,P,4,High,11308.43,31,2,No,1,No,7/31/2018
No,1,0,0,36.5574661,8,No,No,A,5,Medium,14742.44,25,0,No,1,Yes,3/31/2018
No,1,3,0,41.6325211,4,Yes,Yes,A,5,High,10293.22,22,0,Yes,1,Yes,3/31/2018
No,1,4,0,25.61003326,4,No,No,A,3,Medium,13964.44,20,0,No,1,Yes,1/31/2018
No,1,2,0,42.13038384,5,No,No,P,4,Medium,12973.83,25,0,Yes,2,Yes,8/31/2018
No,0,2,0,37.11103616,7,No,No,P,4,Medium,13017.57,22,0,Yes,1,Yes,9/30/2018
No,0,0,1,39.37449238,7,No,No,P,1,Medium,10575.62,31,0,No,0,Yes,5/31/2018
No,2,3,0,64.44701573,5,No,No,A,5,Medium,16684.38,24,0,Yes,1,No,7/31/2018
No,2,4,1,48.63477936,5,No,No,A,3,Medium,8850.08,22,0,No,0,No,5/31/2018
No,2,2,0,24.64156355,7,No,No,M,3,Medium,19204.48,23,0,No,0,Yes,7/31/2018
No,0,1,0,17.68791707,6,No,No,A,4,Medium,17117.57,20,0,Yes,1,No,7/31/2018
No,2,1,0,59.61424431,7,No,No,M,2,Medium,9686.4,21,0,No,0,No,8/31/2018
No,1,0,1,26.26971226,6,No,No,A,2,Medium,13569.45,25,0,Yes,0,Yes,12/31/2017
No,1,1,0,27.0502392,7,No,No,M,4,Medium,19797.95,13,0,Yes,1,No,12/31/2017
No,0,1,0,56.89458742,5,No,Yes,M,2,Medium,15328.95,25,1,No,0,Yes,6/30/2018
No,1,0,0,5.090526805,8,No,No,A,3,Medium,16290.23,32,0,Yes,1,Yes,6/30/2018
No,1,1,1,40.13267029,7,No,No,M,3,Low,12530.3,26,2,No,0,No,4/30/2018
No,2,2,1,55.77912626,4,No,No,M,2,High,5493.36,17,0,No,0,No,6/30/2018
No,1,0,0,56.13237917,4,No,No,P,4,Medium,11126.21,25,0,Yes,2,No,7/31/2018
No,1,3,0,37.71935622,7,No,No,A,3,Medium,14686.6,25,0,Yes,0,Yes,6/30/2018
No,0,2,1,29.99715913,7,Yes,Yes,M,3,High,8279.27,24,2,No,0,Yes,2/28/2018
No,1,1,0,42.12821684,5,No,No,A,3,Medium,11170.31,22,0,Yes,1,Yes,4/30/2018
No,2,4,0,40.25976424,6,No,Yes,P,5,Medium,12022,25,0,Yes,0,No,2/28/2018
No,1,2,1,52.66480855,7,No,No,A,2,Medium,11465.14,20,0,Yes,0,No,5/31/2018
No,1,0,0,36.85100278,7,No,No,M,2,Medium,11693.2,22,0,No,1,Yes,5/31/2018
No,2,2,1,40.62226781,7,No,No,A,2,Medium,13950.92,23,2,No,1,Yes,4/30/2018
No,1,3,1,69.66294995,6,No,No,A,2,Low,8275.42,17,0,No,1,Yes,7/31/2018
No,0,0,0,29.96207132,6,No,No,A,5,Medium,17800.58,24,0,Yes,2,No,4/30/2018
No,2,3,0,45.0876907,6,No,No,M,2,Low,11170.93,16,1,No,1,Yes,8/31/2018
No,1,1,0,49.91295629,5,No,No,A,4,Medium,12119.12,21,0,No,2,No,8/31/2018
No,1,1,0,32.54266035,6,No,No,A,4,Medium,15629.11,21,0,Yes,1,No,2/28/2018
No,1,0,0,49.47158946,4,No,No,A,3,Medium,10839.23,22,0,No,2,No,6/30/2018
No,1,2,0,46.9663932,5,No,No,P,5,Medium,16504.88,22,0,No,1,No,8/31/2018
No,0,0,0,39.44133849,7,No,No,A,5,Medium,12559.49,25,0,Yes,2,No,2/28/2018
No,1,2,1,40.1170867,6,Yes,Yes,M,1,High,5567.41,20,0,No,0,No,2/28/2018
No,1,0,0,33.41919416,5,No,No,M,4,Medium,11725.73,22,0,No,1,No,5/31/2018
No,1,2,1,25.76012316,6,No,No,P,5,Low,14368.16,26,0,Yes,1,No,5/31/2018
No,1,4,0,33.59272426,8,Yes,No,M,4,Medium,16600.08,24,2,Yes,1,Yes,1/31/2018
No,1,2,0,40.78765642,6,No,No,M,2,Medium,16652.49,19,2,No,0,No,7/31/2018
No,1,2,1,26.43125663,4,No,No,M,2,Low,11860.05,24,0,No,0,No,3/31/2018
No,1,2,0,58.84977836,6,No,No,A,2,Medium,12040.62,28,0,No,0,Yes,1/31/2018
No,1,0,1,33.21630183,6,No,No,A,2,Medium,13880.47,18,0,Yes,2,Yes,7/31/2018
No,2,4,0,55.37408734,4,No,No,A,3,Medium,14202.8,19,1,No,0,Yes,12/31/2017
No,1,2,1,41.33152251,5,No,No,M,2,Medium,10879.74,18,0,No,0,No,8/31/2018
No,0,0,0,49.25768895,6,No,No,A,5,Medium,14863.69,17,0,Yes,2,Yes,3/31/2018
No,2,5,2,52.07366988,3,No,No,M,1,Low,6531.9,19,0,No,0,Yes,8/31/2018
No,1,1,0,42.50337283,3,No,Yes,M,4,Low,7808.92,20,0,Yes,2,No,3/31/2018
No,1,1,1,41.18936665,7,No,No,A,3,Low,11587.76,21,2,Yes,1,No,7/31/2018
No,1,3,1,17.8023614,5,No,No,M,3,Medium,8637.54,26,0,No,0,Yes,4/30/2018
No,1,0,0,44.89220749,5,No,No,M,3,Medium,12584.22,25,2,Yes,2,No,8/31/2018
No,1,2,1,51.13221262,4,No,No,A,5,Medium,15194.26,23,2,Yes,1,Yes,1/31/2018
No,1,2,0,36.34218921,4,No,No,A,3,Medium,15762.54,18,0,Yes,2,Yes,12/31/2017
No,1,3,1,30.43977398,4,No,No,M,1,Medium,8907.68,20,0,No,1,Yes,8/31/2018
No,1,1,0,13.89933999,7,No,No,M,3,Medium,10883.08,20,0,Yes,1,No,3/31/2018
No,1,4,0,42.93303662,4,No,No,M,3,Medium,12340.13,19,2,Yes,1,No,6/30/2018
No,1,2,0,38.24811083,5,No,Yes,A,3,Medium,12991.98,24,0,No,1,Yes,7/31/2018
No,1,0,0,32.44821396,8,No,No,A,4,Medium,17663.85,36,0,No,0,Yes,2/28/2018
No,1,0,0,56.85841127,6,No,No,M,4,Medium,10984.09,22,0,No,1,Yes,12/31/2017
No,1,1,0,31.84935757,6,Yes,Yes,M,5,High,12472.19,26,2,No,0,Yes,6/30/2018
No,0,0,0,21.08139412,7,No,No,P,5,Medium,17316.96,22,0,Yes,2,No,1/31/2018
No,1,3,0,14.76792603,7,No,No,P,5,Medium,18338.8,23,0,Yes,1,Yes,12/31/2017
No,0,0,0,26.26897904,8,No,No,A,4,Low,12937.92,20,0,Yes,2,No,6/30/2018
No,0,0,0,25.23666862,5,No,No,P,3,Medium,14756.59,27,0,No,1,Yes,1/31/2018
No,1,3,1,14.56136605,7,No,No,A,3,Medium,7746.41,28,0,No,1,No,6/30/2018
No,2,2,0,48.30208163,6,No,No,A,4,Medium,10327.18,25,0,No,1,No,3/31/2018
No,0,2,1,55.12093691,6,No,Yes,A,5,Medium,10370.05,24,0,Yes,2,No,4/30/2018
No,1,2,0,11.35346064,8,No,No,M,4,Medium,8900.75,27,0,No,2,No,6/30/2018
No,1,2,0,41.8023194,5,No,No,A,5,Medium,19827.8,23,0,Yes,2,Yes,1/31/2018
No,2,0,0,46.90760939,7,No,No,A,4,Medium,9695.83,31,0,Yes,1,Yes,9/30/2018
No,1,1,0,36.59209171,7,No,No,A,4,Medium,15102.08,19,0,No,1,Yes,7/31/2018
No,0,1,0,44.54235832,5,No,No,M,3,Medium,12223.78,21,0,No,0,Yes,7/31/2018
No,1,1,0,40.37408139,5,No,Yes,M,2,Low,9631.22,27,0,No,0,Yes,6/30/2018
No,1,2,0,69.08360099,5,No,No,M,2,Low,8669.16,22,1,No,0,Yes,4/30/2018
No,2,1,1,52.87866944,6,No,No,A,3,Medium,14433.21,25,0,No,0,Yes,1/31/2018
No,1,0,0,15.93620916,7,No,No,A,5,Medium,16549.68,28,0,No,1,No,5/31/2018
No,1,3,1,20.02119286,7,Yes,Yes,M,1,Medium,10162.66,15,2,No,0,Yes,2/28/2018
No,1,1,0,35.95857531,4,No,No,A,3,Medium,13481.11,21,0,Yes,1,No,5/31/2018
No,2,3,1,54.33123537,4,Yes,Yes,M,0,Low,6844.87,12,1,No,0,Yes,6/30/2018
No,2,4,1,37.4304555,4,Yes,No,M,2,High,7603.98,26,2,No,0,Yes,12/31/2017
No,1,1,0,26.07290026,8,No,No,M,4,Medium,13542.59,31,0,No,0,Yes,9/30/2018
No,2,4,1,59.09227867,4,No,No,P,5,High,6771.19,32,0,No,0,No,7/31/2018
No,2,4,1,58.94929398,6,No,No,A,2,Medium,7874.52,30,0,No,0,No,4/30/2018
No,0,0,0,39.79217239,8,No,No,M,3,Medium,12541.52,30,0,Yes,2,Yes,4/30/2018
No,1,1,0,48.34562514,5,No,No,P,5,Medium,16706.88,24,0,Yes,1,No,7/31/2018
No,1,1,0,43.82800064,5,No,No,A,4,Medium,14084.08,16,1,No,2,No,5/31/2018
No,1,1,1,43.28623187,7,No,No,A,3,Medium,12885.71,25,0,Yes,0,Yes,2/28/2018
No,2,5,2,42.74081967,5,No,No,A,2,High,9536.02,18,2,No,0,Yes,8/31/2018
No,1,0,0,46.66434844,7,No,No,A,3,High,13819.35,25,0,No,0,Yes,4/30/2018
No,0,0,0,42.77590962,5,No,No,A,4,Medium,19181.11,21,0,Yes,2,No,8/31/2018
No,0,0,1,32.09614302,5,No,No,A,5,High,12505.17,24,0,Yes,1,No,7/31/2018
No,0,1,0,35.86869844,6,No,No,A,2,Medium,16470.83,20,0,No,0,Yes,6/30/2018
No,2,3,0,38.52488387,6,No,No,M,2,Low,4091.1,27,0,No,0,Yes,6/30/2018
No,1,2,1,51.87559827,5,No,Yes,M,3,Medium,8848.65,25,0,No,0,No,1/31/2018
No,0,1,0,40.30725564,6,No,No,M,3,Medium,12894.41,24,0,No,0,Yes,1/31/2018
No,1,2,0,39.95302606,5,No,No,P,4,Medium,12792.39,28,1,No,2,Yes,7/31/2018
No,1,1,1,40.8463619,6,No,Yes,M,1,Medium,9723.67,20,1,No,0,Yes,6/30/2018
No,2,3,1,47.89719126,5,No,Yes,A,3,Low,14602.34,21,2,Yes,0,Yes,9/30/2018
No,1,1,0,26.93233902,8,No,No,M,4,Low,10311.13,31,1,No,0,No,12/31/2017
No,0,0,0,43.29332685,7,No,No,A,3,Medium,8927.62,26,0,No,2,No,12/31/2017
No,2,3,1,49.24147125,3,No,No,M,5,Medium,14566.38,19,1,Yes,2,Yes,3/31/2018
No,1,0,0,48.59158849,5,No,No,A,5,Medium,10995.24,27,0,No,2,Yes,2/28/2018
No,2,2,0,35.58496499,3,No,No,M,3,Medium,11331.95,19,1,No,1,Yes,12/31/2017
No,0,3,0,48.41079399,6,Yes,Yes,A,3,High,12821.59,16,0,Yes,0,Yes,5/31/2018
No,1,1,0,35.64979173,6,No,Yes,A,4,Medium,16698.64,16,2,Yes,2,Yes,8/31/2018
No,1,1,2,53.02803529,6,No,No,M,1,Medium,13080.92,10,0,No,0,No,9/30/2018
No,0,0,0,57.44992497,6,No,No,M,3,Medium,14717.71,16,0,No,0,Yes,12/31/2017
No,1,1,0,16.48633229,6,No,Yes,M,3,Medium,13604.56,25,0,Yes,0,Yes,12/31/2017
No,1,2,0,56.78921634,6,No,No,P,4,Medium,15313.69,21,0,Yes,1,No,6/30/2018
No,2,1,1,47.46486874,5,No,No,A,4,High,13687.02,23,1,No,0,Yes,7/31/2018
No,1,3,1,49.60230745,6,Yes,Yes,A,5,Low,12726.27,26,2,Yes,1,Yes,12/31/2017
No,1,1,0,53.71294236,6,No,No,P,2,Medium,13491.73,26,1,No,0,Yes,1/31/2018
No,1,2,0,43.45826009,5,No,No,M,2,Medium,11023.87,18,1,No,1,Yes,12/31/2017
No,1,1,1,35.59476991,5,No,No,M,1,Medium,12107.27,25,1,No,0,Yes,8/31/2018
No,1,1,0,31.99299697,4,No,No,A,5,Medium,14681.27,20,0,No,1,No,6/30/2018
No,1,1,0,56.76055643,4,No,No,A,5,Medium,12872.64,24,0,Yes,2,Yes,8/31/2018
No,2,2,0,51.27215056,5,No,No,M,3,Medium,12897.97,31,2,No,0,No,12/31/2017
No,1,0,0,21.82363097,8,No,No,M,1,Medium,12124.15,21,0,Yes,0,Yes,2/28/2018
No,0,0,0,42.9893012,6,No,No,M,0,Medium,6777.82,15,0,No,1,No,4/30/2018
No,0,2,0,38.61615121,6,No,No,M,3,Medium,8046.57,22,0,No,2,Yes,3/31/2018
No,1,1,0,57.51487391,3,No,No,M,4,Medium,14979.8,29,0,No,0,No,1/31/2018
No,0,2,0,45.18361133,6,No,No,A,4,Medium,17114.41,29,0,Yes,1,No,5/31/2018
No,2,3,1,41.25794412,5,No,No,A,3,Low,18988.51,17,1,Yes,0,Yes,9/30/2018
No,1,0,0,33.36688706,7,No,No,A,2,Medium,14110.01,29,0,No,0,Yes,9/30/2018
No,1,0,1,29.87808376,4,No,No,A,1,Medium,13412.42,23,0,No,0,Yes,12/31/2017
No,1,1,2,42.96998068,6,No,No,A,2,Medium,14232.56,18,0,No,0,Yes,9/30/2018
No,0,1,1,23.65362512,5,No,No,M,2,Medium,12924.03,19,0,Yes,2,Yes,5/31/2018
No,1,3,1,56.2151772,8,No,No,A,3,Low,9106.79,23,0,No,0,No,3/31/2018
No,2,2,1,42.744316,4,No,No,A,5,Medium,8617.24,15,0,Yes,2,No,12/31/2017
No,0,1,0,45.85112454,6,No,No,M,4,Medium,10550.91,25,0,No,1,Yes,1/31/2018
No,0,0,0,37.19268825,7,No,No,M,3,Medium,11186.45,18,0,No,1,No,6/30/2018
No,2,3,1,40.87123234,6,No,No,A,3,Low,11352.98,17,0,No,1,Yes,7/31/2018
No,1,2,0,34.11915303,8,No,Yes,M,2,Medium,15426.7,17,0,No,0,Yes,8/31/2018
No,0,0,1,40.98866644,5,No,No,M,2,Medium,11349.55,16,0,No,0,Yes,4/30/2018
No,0,2,1,49.57121316,6,No,Yes,M,1,Low,9042.47,17,0,No,0,Yes,8/31/2018
No,1,1,1,38.8883897,5,No,No,M,1,Low,11582.39,13,1,No,0,Yes,3/31/2018
No,2,3,1,64.31256179,3,No,Yes,A,2,Low,11603.85,20,1,No,0,Yes,8/31/2018
No,1,2,1,59.66770525,4,No,Yes,A,3,Medium,14659.48,20,1,Yes,0,Yes,9/30/2018
No,1,2,0,32.5224735,4,No,No,A,5,Medium,11606.62,27,0,No,0,Yes,7/31/2018
No,1,2,1,38.3619817,4,No,No,A,4,Medium,12940.08,22,0,No,1,Yes,12/31/2017
No,0,1,0,38.91992124,8,No,No,M,1,Low,14276.19,22,1,Yes,0,Yes,5/31/2018
No,0,2,0,36.16907163,6,No,No,M,3,Low,13200.47,16,0,No,1,Yes,7/31/2018
No,0,0,0,15.95170728,6,No,Yes,M,4,Medium,12864.76,16,0,No,2,No,8/31/2018
No,0,1,0,31.01882559,6,Yes,Yes,A,4,Low,16361.62,22,2,No,1,Yes,1/31/2018
No,0,0,0,26.37445522,8,No,No,M,5,Medium,12377.38,28,0,Yes,2,No,1/31/2018
No,0,0,0,47.12210764,8,No,Yes,A,3,Medium,14113.36,29,2,Yes,1,No,12/31/2017
No,1,3,1,45.90864924,5,No,No,A,3,Low,15220.03,19,0,No,0,Yes,9/30/2018
No,1,1,1,47.8850994,7,No,No,M,0,Medium,10339.54,25,0,No,0,Yes,8/31/2018
No,0,0,0,36.51527299,5,No,No,A,3,Medium,14857.87,25,1,No,1,No,12/31/2017
No,2,3,1,17.98764377,5,No,Yes,A,3,Low,12049.8,22,0,No,1,No,1/31/2018
No,1,2,0,44.1680191,8,No,No,P,5,Medium,16230.98,28,0,Yes,0,Yes,2/28/2018
No,1,2,0,58.93505725,7,Yes,No,M,2,Low,14986.74,21,2,No,0,Yes,3/31/2018
No,1,2,0,43.59259607,5,No,No,M,3,Low,14478.41,17,0,No,0,Yes,7/31/2018
No,1,1,0,51.12702557,7,No,No,M,2,Low,10606.55,23,2,No,0,Yes,9/30/2018
No,1,1,1,22.55916401,6,No,No,P,3,Medium,11231.74,27,0,Yes,2,Yes,1/31/2018
No,1,1,0,44.67564045,5,No,Yes,A,3,Medium,13812.4,20,0,No,1,Yes,2/28/2018
No,0,0,0,4.646460022,8,No,No,M,3,Medium,8739.24,31,0,No,2,Yes,2/28/2018
No,0,2,0,18.64860748,7,No,No,P,5,Medium,17092.53,35,0,Yes,2,No,4/30/2018
No,1,0,1,54.62305606,5,No,No,M,1,Medium,8548.36,27,2,No,0,Yes,2/28/2018
No,1,2,0,53.43146013,6,No,No,P,5,Medium,8169.65,25,0,Yes,2,No,3/31/2018
No,0,1,0,34.37552776,6,No,No,P,5,Medium,14517.94,32,0,No,1,No,3/31/2018
No,0,0,1,47.86348136,6,No,No,M,3,Medium,12085.45,22,0,No,1,Yes,6/30/2018
No,2,1,0,30.48304235,6,No,No,A,5,Medium,10244.52,25,0,No,2,No,5/31/2018
No,1,2,0,49.63619387,6,No,No,A,2,Medium,13554.27,23,0,No,0,Yes,12/31/2017
No,2,3,0,45.50968025,6,No,No,A,2,High,13845.76,19,0,No,0,Yes,8/31/2018
No,2,1,1,40.31776213,4,No,No,A,2,Medium,17357.11,17,2,No,0,Yes,9/30/2018
No,2,2,0,44.56084756,6,No,No,M,1,Medium,11543.68,25,2,No,0,Yes,3/31/2018
No,1,1,1,85.75268189,6,Yes,No,M,4,Low,10878.36,11,0,No,1,No,2/28/2018
No,1,2,2,41.09675676,3,No,No,A,4,High,14960.37,14,0,Yes,1,Yes,8/31/2018
No,1,0,1,12.24968515,5,No,No,M,2,Medium,9675.13,23,0,No,2,Yes,9/30/2018
No,2,4,1,8.432634936,6,No,No,P,3,Medium,11890.95,32,1,No,1,No,4/30/2018
No,1,2,0,38.89576414,7,No,No,A,2,Medium,11001.14,18,0,No,0,No,4/30/2018
No,0,1,0,45.26464745,7,Yes,No,M,3,Low,13458.89,20,1,Yes,1,Yes,3/31/2018
No,0,1,0,14.59466406,6,No,No,M,3,Medium,9879.61,22,0,No,2,No,12/31/2017
No,0,1,0,23.12711603,4,No,No,M,3,Low,8378.93,18,0,Yes,2,No,5/31/2018
No,0,1,0,41.24311543,8,No,No,A,2,Medium,12835.66,19,0,No,2,Yes,6/30/2018
No,2,3,1,37.75618457,8,No,No,A,5,Medium,15649.17,23,1,No,0,No,4/30/2018
No,1,0,0,27.08395525,6,No,No,A,4,High,13148.71,22,0,Yes,2,No,5/31/2018
No,2,2,0,24.79875586,6,No,No,M,3,Medium,10607.31,23,0,No,1,No,2/28/2018
No,1,3,1,31.82309691,5,No,No,M,2,Medium,6363.82,20,0,No,1,No,6/30/2018
No,1,2,0,49.90976639,5,Yes,Yes,M,1,Medium,15265.98,18,2,Yes,0,Yes,2/28/2018
No,0,0,0,16.52206915,6,No,No,M,5,Medium,12713.8,28,0,No,2,No,12/31/2017
No,1,2,1,40.4043158,5,No,No,A,4,High,10486.49,24,1,No,0,No,2/28/2018
